Location,Routing,Routing - Copy,Location - Copy,
"Tampa, FL",TPA,TPA,"Tampa, FL",
"Tampere, Finland",TMP,TMP,"Tampere, Finland",
"Tampico, Mexico",TAM,TAM,"Tampico, Mexico",
"Tamworth, NS, Australia",TMW,TMW,"Tamworth, NS, Australia",
"Tanahmerah, Indonesia",TMH,TMH,"Tanahmerah, Indonesia",
"Tanana, AK",TAL,TAL,"Tanana, AK",
"Tangier, Morocco",TNG,TNG,"Tangier, Morocco",
"Tanjung Pandan, Indonesia",TJQ,TJQ,"Tanjung Pandan, Indonesia",
"Tanjung Selor, Indonesia",TJS,TJS,"Tanjung Selor, Indonesia",
"Tanna, Vanuatu",TAH,TAH,"Tanna, Vanuatu",
"Taos, NM",TSM,TSM,"Taos, NM",
"Tapachula, Mexico",TAP,TAP,"Tapachula, Mexico",
"Tarakan, Indonesia",TRK,TRK,"Tarakan, Indonesia",
"Taramajma, Japan",TRA,TRA,"Taramajma, Japan",
"Taranto, Italy",TAR,TAR,"Taranto, Italy",
"Tarapoto, Peru",TPP,TPP,"Tarapoto, Peru",
"Tarawa, Kiribati",TRW,TRW,"Tarawa, Kiribati",
"Taree, NS, Australia",TRO,TRO,"Taree, NS, Australia",
"Tari, Papua New Guinea",TIZ,TIZ,"Tari, Papua New Guinea",
"Tarija, Bolivia",TJA,TJA,"Tarija, Bolivia",
"Tashkent, Uzbekistan",TAS,TAS,"Tashkent, Uzbekistan",
"Tasiujuaq, QC",YTQ,YTQ,"Tasiujuaq, QC",
"Tatitlek, AK",TEK,TEK,"Tatitlek, AK",
"Taupo, New Zealand",TUO,TUO,"Taupo, New Zealand",
"Tauranga, New Zealand",TRG,TRG,"Tauranga, New Zealand",
"Taveuni, Fiji",TVU,TVU,"Taveuni, Fiji",
"Tawau, Malaysia",TWU,TWU,"Tawau, Malaysia",
"Tbessa, Algeria",TEE,TEE,"Tbessa, Algeria",
"Tbilisi, Georgia",TBS,TBS,"Tbilisi, Georgia",
"Tchibanga, Gabon",TCH,TCH,"Tchibanga, Gabon",
"Te Anau, New Zealand",TEU,TEU,"Te Anau, New Zealand",
"Teesside, United Kingdom",MME,MME,"Teesside, United Kingdom",
"Tefe, AM, Brazil",TFF,TFF,"Tefe, AM, Brazil",
"Tegucigalpa, Honduras",TGU,TGU,"Tegucigalpa, Honduras",
"Tehran, Iran - Mehrabad",THR,THR,"Tehran, Iran - Mehrabad",
"Tekadu, Papua New Guinea",TKB,TKB,"Tekadu, Papua New Guinea",
"Tel Aviv, Israel",TLV,TLV,"Tel Aviv, Israel",
"Teller Mission, AK",KTS,KTS,"Teller Mission, AK",
"Telluride, CO",TEX,TEX,"Telluride, CO",
"Tembagapura, Indonesia",TIM,TIM,"Tembagapura, Indonesia",
"Teminabuan, Indonesia",TXM,TXM,"Teminabuan, Indonesia",
"Temuco, Chile",ZCO,ZCO,"Temuco, Chile",
"Tenakee Springs, AK",TKE,TKE,"Tenakee Springs, AK",
"Tenerife, Spain and Canary Islands - Norte Los Rodeos",TFN,TFN,"Tenerife, Spain and Canary Islands - Norte Los Rodeos",
"Tenerife, Spain and the Canary Islands - Sur Reina Sofia",TFS,TFS,"Tenerife, Spain and the Canary Islands - Sur Reina Sofia",
"Tennant Creek, NT, Australia",TCA,TCA,"Tennant Creek, NT, Australia",
"Tepic, Mexico",TPQ,TPQ,"Tepic, Mexico",
"Terceira Island, Portugal",TER,TER,"Terceira Island, Portugal",
"Teresina, PI, Brazil",THE,THE,"Teresina, PI, Brazil",
"Termez, Uzbekistan",TMJ,TMJ,"Termez, Uzbekistan",
"Ternate, Indonesia",TTE,TTE,"Ternate, Indonesia",
"Terrace, BC",YXT,YXT,"Terrace, BC",
"Terre Haute, IN",HUF,HUF,"Terre Haute, IN",
"Tetabedi, Papua New Guinea",TDB,TDB,"Tetabedi, Papua New Guinea",
"Tete, Mozambique",TET,TET,"Tete, Mozambique",
"Tete-a-La Baleine, QC",ZTB,ZTB,"Tete-a-La Baleine, QC",
"Tetlin, AK",TEH,TEH,"Tetlin, AK",
"Tetuan, Morocco",TTU,TTU,"Tetuan, Morocco",
"Texarkana, AR",TXK,TXK,"Texarkana, AR",
"Tezpur, India",TEZ,TEZ,"Tezpur, India",
"Thandwe, Myanmar",SNW,SNW,"Thandwe, Myanmar",
"Thangool, QL, Australia",THG,THG,"Thangool, QL, Australia",
"Thargomindah, QL, Australia",XTG,XTG,"Thargomindah, QL, Australia",
"The Bight, Bahamas",TBI,TBI,"The Bight, Bahamas",
"The Pas, MB",YQD,YQD,"The Pas, MB",
"The Pas, MB - Rail service",XDZ,XDZ,"The Pas, MB - Rail service",
"Thessaloniki, Greece",SKG,SKG,"Thessaloniki, Greece",
"Thicket Portage, MB",YTD,YTD,"Thicket Portage, MB",
"Thief River Falls, MN",TVF,TVF,"Thief River Falls, MN",
"Thira, Greece",JTR,JTR,"Thira, Greece",
"Thiruvananthapuram, India",TRV,TRV,"Thiruvananthapuram, India",
"Thompson, MB",YTH,YTH,"Thompson, MB",
"Thorne Bay, AK",KTB,KTB,"Thorne Bay, AK",
"Thorshofn, Iceland",THO,THO,"Thorshofn, Iceland",
"Thunder Bay, ON",YQT,YQT,"Thunder Bay, ON",
"Thursday Island, QL, Australia",TIS,TIS,"Thursday Island, QL, Australia",
"Tianjn, China",TSN,TSN,"Tianjn, China",
"Tiaret, Algeria",TID,TID,"Tiaret, Algeria",
"Tiga, New Caledonia",TGJ,TGJ,"Tiga, New Caledonia",
"Tijuana, Mexico",TIJ,TIJ,"Tijuana, Mexico",
"Tikehau Atoll, French Polynesia",TIH,TIH,"Tikehau Atoll, French Polynesia",
"Tiksi, Russia",IKS,IKS,"Tiksi, Russia",
"Timaru, New Zealand",TIU,TIU,"Timaru, New Zealand",
"Timimoun, Algeria",TMX,TMX,"Timimoun, Algeria",
"Timmins, ON",YTS,YTS,"Timmins, ON",
"Timosoara, Romania",TSR,TSR,"Timosoara, Romania",
"Tin City, AK",TNC,TNC,"Tin City, AK",
"Tindouf, Algeria",TIN,TIN,"Tindouf, Algeria",
"Tinian, Northern Mariana Islands",TIQ,TIQ,"Tinian, Northern Mariana Islands",
"Tioljikja, Mauritania",TIY,TIY,"Tioljikja, Mauritania",
"Tioman, Malaysia",TOD,TOD,"Tioman, Malaysia",
"Tippi, Ethiopia",TIE,TIE,"Tippi, Ethiopia",
"Tirana, Albania",TIA,TIA,"Tirana, Albania",
"Tiree, United Kingdom",TRE,TRE,"Tiree, United Kingdom",
"Tirgu Mures, Romania",TGM,TGM,"Tirgu Mures, Romania",
"Tiruchirapally, India",TRZ,TRZ,"Tiruchirapally, India",
"Tirupati, India",TIR,TIR,"Tirupati, India",
"Tivat, Serbia and Montenegro",TIV,TIV,"Tivat, Serbia and Montenegro",
"Tlemcen, Algeria",TLM,TLM,"Tlemcen, Algeria",
"Tobago, Trinidad and Tobago",TAB,TAB,"Tobago, Trinidad and Tobago",
"Tobruk, Libya",TOB,TOB,"Tobruk, Libya",
"Tofino, BC,",YAZ,YAZ,"Tofino, BC,",
"Togiak Village, AK",TOG,TOG,"Togiak Village, AK",
"Tok, AK",TKJ,TKJ,"Tok, AK",
"Toksook Bay, AK",OOK,OOK,"Toksook Bay, AK",
"Tokunoshima, Japan",TKN,TKN,"Tokunoshima, Japan",
"Tokushima, Japan",TKS,TKS,"Tokushima, Japan",
"Tokyo, Japan - All airports",TYO,TYO,"Tokyo, Japan - All airports",
"Tokyo, Japan - Haneda",HND,HND,"Tokyo, Japan - Haneda",
"Tokyo, Japan - Narita",NRT,NRT,"Tokyo, Japan - Narita",
"Toledo, OH",TOL,TOL,"Toledo, OH",
"Toledo, PR, Brazil",TOW,TOW,"Toledo, PR, Brazil",
"Toluco, Mexico",TLC,TLC,"Toluco, Mexico",
"Tom Price, WA, Australia",TPR,TPR,"Tom Price, WA, Australia",
"Tomanggong, Malaysia",TMG,TMG,"Tomanggong, Malaysia",
"Tombouctou, Mali",TOM,TOM,"Tombouctou, Mali",
"Tomsk, Russia",TOF,TOF,"Tomsk, Russia",
"Tongliao, China",TGO,TGO,"Tongliao, China",
"Tongoa, Vanuatu",TGH,TGH,"Tongoa, Vanuatu",
"Toowoomba, QL, Australia",TWB,TWB,"Toowoomba, QL, Australia",
"Topeka, KS",FOE,FOE,"Topeka, KS",
"Toronto, ON - Downtown Rail service",YBZ,YBZ,"Toronto, ON - Downtown Rail service",
"Toronto, ON - Guildwood Rail service",XLQ,XLQ,"Toronto, ON - Guildwood Rail service",
"Toronto, ON - International",YYZ,YYZ,"Toronto, ON - International",
"Toronto, ON - Toronto Island Airport",YTZ,YTZ,"Toronto, ON - Toronto Island Airport",
"Torp Airport Oslo, Norway - Sandefjord",TRF,TRF,"Torp Airport Oslo, Norway - Sandefjord",
"Torreon, Mexico",TRC,TRC,"Torreon, Mexico",
"Torres, Vanuatu",TOH,TOH,"Torres, Vanuatu",
"Torsby, Sweden",TYF,TYF,"Torsby, Sweden",
"Tortola, British Virgin Islands",TOV,TOV,"Tortola, British Virgin Islands",
"Tortoli, Italy",TTB,TTB,"Tortoli, Italy",
"Tortuquero, Costa Rica",TTQ,TTQ,"Tortuquero, Costa Rica",
"Tottori, Japan",TTJ,TTJ,"Tottori, Japan",
"Touho, New Caledonia",TOU,TOU,"Touho, New Caledonia",
"Toulon, France",TLN,TLN,"Toulon, France",
"Toulouse, France",TLS,TLS,"Toulouse, France",
"Tours, France",TUF,TUF,"Tours, France",
"Tours, France - Rail service",XSH,XSH,"Tours, France - Rail service",
"Townsville, QL, Australia",TSV,TSV,"Townsville, QL, Australia",
"Toyama, Japan",TOY,TOY,"Toyama, Japan",
"Tozeur, Tunisia",TOE,TOE,"Tozeur, Tunisia",
"Trabzon, Turkey",TZX,TZX,"Trabzon, Turkey",
"Trang, Thailand",TST,TST,"Trang, Thailand",
"Trapani, Italy",TPS,TPS,"Trapani, Italy",
"Traralgon, VI, Australia",TGN,TGN,"Traralgon, VI, Australia",
"Traverse City, MI",TVC,TVC,"Traverse City, MI",
"Treasure Cay, Bahamas",TCB,TCB,"Treasure Cay, Bahamas",
"Trelew, CB, Argentina",REL,REL,"Trelew, CB, Argentina",
"Trenton/Mercer, NJ",TTN,TTN,"Trenton/Mercer, NJ",
"Trieste, Italy",TRS,TRS,"Trieste, Italy",
"Trinidad, Bolivia",TDD,TDD,"Trinidad, Bolivia",
"Trinidad, Trinidad and Tobago",POS,POS,"Trinidad, Trinidad and Tobago",
"Tripoli, Libya",TIP,TIP,"Tripoli, Libya",
"Trollhattan, Sweden",THN,THN,"Trollhattan, Sweden",
"Trombetas, PA, Brazil",TMT,TMT,"Trombetas, PA, Brazil",
"Tromso, Norway",TOS,TOS,"Tromso, Norway",
"Trondheim, Norway",TRD,TRD,"Trondheim, Norway",
"Trujillo, Honduras",TJI,TJI,"Trujillo, Honduras",
"Trujillo, Peru",TRU,TRU,"Trujillo, Peru",
"Truk, Micronesia",TKK,TKK,"Truk, Micronesia",
"Truro, NS - Rail service",XLZ,XLZ,"Truro, NS - Rail service",
"Tsaratanana, Madagascar",TTS,TTS,"Tsaratanana, Madagascar",
"Tsiroanomandidy, Madagascar",WTS,WTS,"Tsiroanomandidy, Madagascar",
"Tsumeb, Namibia",TSB,TSB,"Tsumeb, Namibia",
"Tsushima, Japan",TSJ,TSJ,"Tsushima, Japan",
"Tubuai, French Polynesia",TUB,TUB,"Tubuai, French Polynesia",
"Tucson, AZ",TUS,TUS,"Tucson, AZ",
"Tucuman, TU, Argentina",TUC,TUC,"Tucuman, TU, Argentina",
"Tucupita, Venezuela",TUV,TUV,"Tucupita, Venezuela",
"Tucurui, PA, Brazil",TUR,TUR,"Tucurui, PA, Brazil",
"Tufi, Papua New Guinea",TFI,TFI,"Tufi, Papua New Guinea",
"Tuguegarao, Philippines",TUG,TUG,"Tuguegarao, Philippines",
"Tuktoyaktuk, NT",YUB,YUB,"Tuktoyaktuk, NT",
"Tulcan, Ecuador",TUA,TUA,"Tulcan, Ecuador",
"Tulear, Madagascar",TLE,TLE,"Tulear, Madagascar",
"Tulita/Fort Norman, NT",ZFN,ZFN,"Tulita/Fort Norman, NT",
"Tulsa, OK",TUL,TUL,"Tulsa, OK",
"Tuluksak, AK",TLT,TLT,"Tuluksak, AK",
"Tum, Ethiopia",TUJ,TUJ,"Tum, Ethiopia",
"Tumaco, Colombia",TCO,TCO,"Tumaco, Colombia",
"Tumbes, Peru",TBP,TBP,"Tumbes, Peru",
"Tunis, Tunisia",TUN,TUN,"Tunis, Tunisia",
"Tuntutuliak, AK",WTL,WTL,"Tuntutuliak, AK",
"Tununak, AK",TNK,TNK,"Tununak, AK",
"Tunxi, China",TXN,TXN,"Tunxi, China",
"Tupelo, MS",TUP,TUP,"Tupelo, MS",
"Turaif, Saudi Arabia",TUI,TUI,"Turaif, Saudi Arabia",
"Turbat, Pakistan",TUK,TUK,"Turbat, Pakistan",
"Turin, Italy",TRN,TRN,"Turin, Italy",
"Turku, Finland",TKU,TKU,"Turku, Finland",
"Tuscaloosa, AL",TCL,TCL,"Tuscaloosa, AL",
"Tuxtla Gutierrez, Mexico",TGZ,TGZ,"Tuxtla Gutierrez, Mexico",
"Twin Falls, ID",TWF,TWF,"Twin Falls, ID",
"Twin Hills, AK",TWA,TWA,"Twin Hills, AK",
"Tyler, TX",TYR,TYR,"Tyler, TX",
"Tyumen, Russia",TJM,TJM,"Tyumen, Russia",
"Ube, Japan",UBJ,UBJ,"Ube, Japan",
"Uberaba, MG, Brazil",UBA,UBA,"Uberaba, MG, Brazil",
"Uberlandia, MG, Brazil",UDI,UDI,"Uberlandia, MG, Brazil",
"Ubon Ratchathani, Thailand",UBP,UBP,"Ubon Ratchathani, Thailand",
"Udaipur, India",UDR,UDR,"Udaipur, India",
"Udon Thani, Thailand",UTH,UTH,"Udon Thani, Thailand",
"Ufa, Russia",UFA,UFA,"Ufa, Russia",
"Ujae Island, Marshall Islands",UJE,UJE,"Ujae Island, Marshall Islands",
"Ujung Pandang, Indonesia",UPG,UPG,"Ujung Pandang, Indonesia",
"Ukhta, Russia",UCT,UCT,"Ukhta, Russia",
"Ulaanbaatar, Mongolia",ULN,ULN,"Ulaanbaatar, Mongolia",
"Ulanhot, China",HLH,HLH,"Ulanhot, China",
"Ulan-Ude, Russia",UUD,UUD,"Ulan-Ude, Russia",
"Ulei, Vanuatu",ULB,ULB,"Ulei, Vanuatu",
"Uliastai, Mongolia",ULY,ULY,"Uliastai, Mongolia",
"Ulithi, Micronesia",ULI,ULI,"Ulithi, Micronesia",
"Ulsan, South Korea",USN,USN,"Ulsan, South Korea",
"Ulundi, South Africa",ULD,ULD,"Ulundi, South Africa",
"Umea, Sweden",UME,UME,"Umea, Sweden",
"Umiujag, QC",YUD,YUD,"Umiujag, QC",
"Umtata, South Africa",UTT,UTT,"Umtata, South Africa",
"Unalakleet, AK",UNK,UNK,"Unalakleet, AK",
"Upernavik, Greenland",JUV,JUV,"Upernavik, Greenland",
"Upington, South Africa",UTN,UTN,"Upington, South Africa",
"Uraj, Russia",URJ,URJ,"Uraj, Russia",
"Uralsk, Kazakhstan",URA,URA,"Uralsk, Kazakhstan",
"Uranium City, SK",YBE,YBE,"Uranium City, SK",
"Urbana/Champaign, IL",CMI,CMI,"Urbana/Champaign, IL",
"Urgench, Uzbekistan",UGC,UGC,"Urgench, Uzbekistan",
"Urmieh, Iran",OMH,OMH,"Urmieh, Iran",
"Uroubi, Papua New Guinea",URU,URU,"Uroubi, Papua New Guinea",
"Uruapan, Mexico",UPN,UPN,"Uruapan, Mexico",
"Uruguaiana, RS, Brazil",URG,URG,"Uruguaiana, RS, Brazil",
"Urumqi, China",URC,URC,"Urumqi, China",
"Useless Loop, WA, Australia",USL,USL,"Useless Loop, WA, Australia",
"Ushuaia, TF, Argentina",USH,USH,"Ushuaia, TF, Argentina",
"Usinsk, Russia",USK,USK,"Usinsk, Russia",
"Ust-Ilimsk, Russia",UIK,UIK,"Ust-Ilimsk, Russia",
"Ust-Kamenogorsk, Kazakhstan",UKK,UKK,"Ust-Kamenogorsk, Kazakhstan",
"Utapao, Thailand",UTP,UTP,"Utapao, Thailand",
"Utica, NY",UCA,UCA,"Utica, NY",
"Utila, Honduras",UII,UII,"Utila, Honduras",
"Utirik Island, Marshall Islands",UTK,UTK,"Utirik Island, Marshall Islands",
"Utopia Creek, AK",UTO,UTO,"Utopia Creek, AK",
"Uummannaq, Greeland",UMD,UMD,"Uummannaq, Greeland",
"Uzhgorod, Ukraine",UDJ,UDJ,"Uzhgorod, Ukraine",
"V.C. Bird International, Antigua & Barbuda",ANU,ANU,"V.C. Bird International, Antigua & Barbuda",
"Vaasa, Finland",VAA,VAA,"Vaasa, Finland",
"Vadodara, India",BDQ,BDQ,"Vadodara, India",
"Vadso, Norway",VDS,VDS,"Vadso, Norway",
"Vail, CO - Eagle County Airport",EGE,EGE,"Vail, CO - Eagle County Airport",
"Vail, CO - Van service",QBF,QBF,"Vail, CO - Van service",
"Valdez, AK",VDZ,VDZ,"Valdez, AK",
"Valdivia, Chile",ZAL,ZAL,"Valdivia, Chile",
"Val-d'Or, QC",YVO,YVO,"Val-d'Or, QC",
"Valdosta, GA",VLD,VLD,"Valdosta, GA",
"Valencia, Spain",VLC,VLC,"Valencia, Spain",
"Valencia, Venezuela",VLN,VLN,"Valencia, Venezuela",
"Valenciennes, France",XVS,XVS,"Valenciennes, France",
"Valera, Venezuela",VLV,VLV,"Valera, Venezuela",
"Valesdir, Vanuatu",VLS,VLS,"Valesdir, Vanuatu",
"Valladolid, Spain and Canary Islands",VLL,VLL,"Valladolid, Spain and Canary Islands",
"Valledupar, Colombia",VUP,VUP,"Valledupar, Colombia",
"Valparaiso, FL",VPS,VPS,"Valparaiso, FL",
"Valverde, Spain and Canary Islands - Hierro",VDE,VDE,"Valverde, Spain and Canary Islands - Hierro",
"Van, Turkey",VAN,VAN,"Van, Turkey",
"Vancouver, BC",YVR,YVR,"Vancouver, BC",
"Vancouver, BC - Coal Harbour",CXH,CXH,"Vancouver, BC - Coal Harbour",
"Vancouver, BC - International",YVR,YVR,"Vancouver, BC - International",
"Vancouver, BC - Rail service",XEA,XEA,"Vancouver, BC - Rail service",
"Vanimo, Papua New Guinea",VAI,VAI,"Vanimo, Papua New Guinea",
"Vanuabalavu, Fiji",VBV,VBV,"Vanuabalavu, Fiji",
"Varadero, Cuba",VRA,VRA,"Varadero, Cuba",
"Varanasi, India",VNS,VNS,"Varanasi, India",
"Vardoe, Norway",VAW,VAW,"Vardoe, Norway",
"Varginha, MG, Brazil",VAG,VAG,"Varginha, MG, Brazil",
"Varkaus, Finland",VRK,VRK,"Varkaus, Finland",
"Varna, Bulgaria",VAR,VAR,"Varna, Bulgaria",
"Vasteras, Sweden",VST,VST,"Vasteras, Sweden",
"Vatomatry, Madagascar",VAT,VAT,"Vatomatry, Madagascar",
"Vava'u, Tonga",VAV,VAV,"Vava'u, Tonga",
"Vaxjo, Sweden",VXO,VXO,"Vaxjo, Sweden",
"Venetie, AK",VEE,VEE,"Venetie, AK",
"Venice, Italy - Marco Polo",VCE,VCE,"Venice, Italy - Marco Polo",
"Venice, Italy - Treviso",TSF,TSF,"Venice, Italy - Treviso",
"Ventura/Oxnard, CA",OXR,OXR,"Ventura/Oxnard, CA",
"Veracruz, Mexico",VER,VER,"Veracruz, Mexico",
"Vernal, UT",VEL,VEL,"Vernal, UT",
"Verona, Italy",VRN,VRN,"Verona, Italy",
"Vestmannaeyjar, Iceland",VEY,VEY,"Vestmannaeyjar, Iceland",
"Victoria Falls, Zimbabwe",VFA,VFA,"Victoria Falls, Zimbabwe",
"Victoria River Downs, NT, Australia",VCD,VCD,"Victoria River Downs, NT, Australia",
"Victoria, BC - Inner Harbor",YWH,YWH,"Victoria, BC - Inner Harbor",
"Victoria, BC - International",YYJ,YYJ,"Victoria, BC - International",
"Victoria, TX",VCT,VCT,"Victoria, TX",
"Viedma, RN, Argentina",VDM,VDM,"Viedma, RN, Argentina",
"Vienna, Austria",VIE,VIE,"Vienna, Austria",
"Vientiane, Laos - Wattay",VTE,VTE,"Vientiane, Laos - Wattay",
"Vieques, Puerto Rico",VQS,VQS,"Vieques, Puerto Rico",
"Vigo, Spain",VGO,VGO,"Vigo, Spain",
"Vilanculos, Mozambique",VNX,VNX,"Vilanculos, Mozambique",
"Vilhelmina, Sweden",VHM,VHM,"Vilhelmina, Sweden",
"Vilhena, Brazil",BVH,BVH,"Vilhena, Brazil",
"Villa Gesell, BA, Argentina",VLG,VLG,"Villa Gesell, BA, Argentina",
"Villa Mercedes, SL, Argentina",VME,VME,"Villa Mercedes, SL, Argentina",
"Villahermosa, Mexico",VSA,VSA,"Villahermosa, Mexico",
"Vilnius, Lithuania",VNO,VNO,"Vilnius, Lithuania",
"Vinh City, Viet Nam",VII,VII,"Vinh City, Viet Nam",
"Virgin Gorda, British Virgin Islands",VIJ,VIJ,"Virgin Gorda, British Virgin Islands",
"Visalia, CA",VIS,VIS,"Visalia, CA",
"Visby, Sweden",VBY,VBY,"Visby, Sweden",
"Vishakhapatnam, India",VTZ,VTZ,"Vishakhapatnam, India",
"Vitebsk, Belarus",VTB,VTB,"Vitebsk, Belarus",
"Vitoria da Conquista, BA, Brazil",VDC,VDC,"Vitoria da Conquista, BA, Brazil",
"Vitoria, Spain and Canary Islands",VIT,VIT,"Vitoria, Spain and Canary Islands",
"Vivigani, Papua New Guinea",VIV,VIV,"Vivigani, Papua New Guinea",
"Vladikavkaz, Russia",OGZ,OGZ,"Vladikavkaz, Russia",
"Vladivostok, Russia",VVO,VVO,"Vladivostok, Russia",
"Vohemar, Madagascar",VOH,VOH,"Vohemar, Madagascar",
"Volgodonsk, Russia",VLK,VLK,"Volgodonsk, Russia",
"Volgograd, Russia",VOG,VOG,"Volgograd, Russia",
"Vopnafjordur, Iceland",VPN,VPN,"Vopnafjordur, Iceland",
"Vorkuta, Russia",VKT,VKT,"Vorkuta, Russia",
"Voronezh, Russia",VOZ,VOZ,"Voronezh, Russia",
"Wabush, NL",YWK,YWK,"Wabush, NL",
"Waco, TX",ACT,ACT,"Waco, TX",
"Wadi Ad Dawasir, Saudi Arabia",WAE,WAE,"Wadi Ad Dawasir, Saudi Arabia",
"Wadi Halfa, Sudan",WHF,WHF,"Wadi Halfa, Sudan",
"Wagethe, Indonesia",WET,WET,"Wagethe, Indonesia",
"Wagga Wagga, NS, Australia",WGA,WGA,"Wagga Wagga, NS, Australia",
"Wahai, Indonesia",WBA,WBA,"Wahai, Indonesia",
"Waingapo, Indonesia",WGP,WGP,"Waingapo, Indonesia",
"Wainwright, AK",AIN,AIN,"Wainwright, AK",
"Wakkanai, Japan",WKJ,WKJ,"Wakkanai, Japan",
"Walaha, Vanuatu",WLH,WLH,"Walaha, Vanuatu",
"Wales, AK",WAA,WAA,"Wales, AK",
"Walgett, NS, Australia",WGE,WGE,"Walgett, NS, Australia",
"Walla Walla, WA",ALW,ALW,"Walla Walla, WA",
"Wallis Island, Wallis and Futuna Islands",WLS,WLS,"Wallis Island, Wallis and Futuna Islands",
"Walvis Bay, Namibia",WVB,WVB,"Walvis Bay, Namibia",
"Wamena, Indonesia",WMX,WMX,"Wamena, Indonesia",
"Wanaka, New Zealand",WKA,WKA,"Wanaka, New Zealand",
"Wanganui, New Zealand",WAG,WAG,"Wanganui, New Zealand",
"Wangerooge, Germany",AGE,AGE,"Wangerooge, Germany",
"Wanigela, Papua New Guinea",AGL,AGL,"Wanigela, Papua New Guinea",
"Wanxian, China",WXN,WXN,"Wanxian, China",
"Warsaw, Poland",WAW,WAW,"Warsaw, Poland",
Washington DC - All airports,WAS,WAS,Washington DC - All airports,
Washington DC - Dulles,IAD,IAD,Washington DC - Dulles,
Washington DC - National,DCA,DCA,Washington DC - National,
"Wasior, Indonesia",WSR,WSR,"Wasior, Indonesia",
"Waskaganish, QC",YKQ,YKQ,"Waskaganish, QC",
"Wasu, Papua New Guinea",WSU,WSU,"Wasu, Papua New Guinea",
"Waterfall, AK",KWF,KWF,"Waterfall, AK",
"Waterford, Ireland",WAT,WAT,"Waterford, Ireland",
"Waterloo, IA",ALO,ALO,"Waterloo, IA",
"Watertown, NY",ART,ART,"Watertown, NY",
"Watertown, SD",ATY,ATY,"Watertown, SD",
"Watford, ON - Rail service",XWA,XWA,"Watford, ON - Rail service",
"Wau, Papua New Guinea",WUG,WUG,"Wau, Papua New Guinea",
"Wau, Sudan",WUU,WUU,"Wau, Sudan",
"Wausau/Stevens Point, WI",CWA,CWA,"Wausau/Stevens Point, WI",
"Webequie, ON",YWP,YWP,"Webequie, ON",
"Wedau, Papua New Guinea",WED,WED,"Wedau, Papua New Guinea",
"Wedjh, Saudi Arabia",EJH,EJH,"Wedjh, Saudi Arabia",
"Weihai, China",WEH,WEH,"Weihai, China",
"Weipa, QL, Australia",WEI,WEI,"Weipa, QL, Australia",
"Wellington, New Zealand",WLG,WLG,"Wellington, New Zealand",
"Wemindji, QC",YNC,YNC,"Wemindji, QC",
"Wenatchee, WA",EAT,EAT,"Wenatchee, WA",
"Wenzhou, China",WNZ,WNZ,"Wenzhou, China",
"West Palm Beach, FL",PBI,PBI,"West Palm Beach, FL",
"West Yellowstone, MT",WYS,WYS,"West Yellowstone, MT",
"Westchester County, NY",HPN,HPN,"Westchester County, NY",
"Westerland, Germany",GWT,GWT,"Westerland, Germany",
"Westerly, RI",WST,WST,"Westerly, RI",
"Westport, New Zealand",WSZ,WSZ,"Westport, New Zealand",
"Westray, United Kingdom",WRY,WRY,"Westray, United Kingdom",
"Westsound, WA",WSX,WSX,"Westsound, WA",
"Wewak, Papua New Guinea",WWK,WWK,"Wewak, Papua New Guinea",
"Weymont, QC - Rail service",XFQ,XFQ,"Weymont, QC - Rail service",
"Wha Ti/Lac La Martre, NT",YLE,YLE,"Wha Ti/Lac La Martre, NT",
"Whakatane, New Zealand",WHK,WHK,"Whakatane, New Zealand",
"Whale Cove, NU",YXN,YXN,"Whale Cove, NU",
"Whale Pass, AK",WWP,WWP,"Whale Pass, AK",
"Whangarei, New Zealand",WRE,WRE,"Whangarei, New Zealand",
"White Mountain, AK",WMO,WMO,"White Mountain, AK",
"White River, ON",YWR,YWR,"White River, ON",
"White River, VT",LEB,LEB,"White River, VT",
"Whitehorse, YT",YXY,YXY,"Whitehorse, YT",
"Whyalla, SA, Australia",WYA,WYA,"Whyalla, SA, Australia",
"Wichita Falls, TX",SPS,SPS,"Wichita Falls, TX",
"Wichita, KS",ICT,ICT,"Wichita, KS",
"Wick, United Kingdom",WIC,WIC,"Wick, United Kingdom",
"Wilhelmshaven, Germany",WVN,WVN,"Wilhelmshaven, Germany",
"Wilkes Barre, PA",AVP,AVP,"Wilkes Barre, PA",
"Williams Harbour, NL",YWM,YWM,"Williams Harbour, NL",
"Williams Lake, BC",YWL,YWL,"Williams Lake, BC",
"Williamsburg, VA",PHF,PHF,"Williamsburg, VA",
"Williamsport, PA",IPT,IPT,"Williamsport, PA",
"Williston, ND",ISN,ISN,"Williston, ND",
"Wilmington, NC",ILM,ILM,"Wilmington, NC",
"Wiluna, WA, Australia",WUN,WUN,"Wiluna, WA, Australia",
"Windarra, QL, Australia",WNR,WNR,"Windarra, QL, Australia",
"Windsor Locks, CT",BDL,BDL,"Windsor Locks, CT",
"Windsor, ON",YQG,YQG,"Windsor, ON",
"Windsor, ON - Rail service",XEC,XEC,"Windsor, ON - Rail service",
"Winnipeg, MB - International",YWG,YWG,"Winnipeg, MB - International",
"Winnipeg, MB - Rail service",XEF,XEF,"Winnipeg, MB - Rail service",
"Winton, QL, Australia",WIN,WIN,"Winton, QL, Australia",
"Woja, Marshall Islands",WJA,WJA,"Woja, Marshall Islands",
